ID,condition,trialType,objects,ratings
6521,BB,Control,A,0.892
6522,BB,Control,B,0.891
6523,BB,Control,C,0.891
6524,BB,Control,D,0.85
6525,BB,Control,A,0.884
6526,BB,Control,B,0.89
6527,BB,Control,C,0.889
6528,BB,Control,D,0.849
6529,BB,Control,A,0.883
6530,BB,Control,B,0.885
6531,BB,Control,C,0.883
6532,BB,Control,D,0.852
6533,BB,Control,A,0.891
6534,BB,Control,B,0.883
6535,BB,Control,C,0.883
6536,BB,Control,D,0.851
6537,BB,Control,A,0.884
6538,BB,Control,B,0.887
6539,BB,Control,C,0.883
6540,BB,Control,D,0.842
6541,BB,Control,A,0.883
6542,BB,Control,B,0.886
6543,BB,Control,C,0.887
6544,BB,Control,D,0.855
6545,BB,Control,A,0.892
6546,BB,Control,B,0.883
6547,BB,Control,C,0.892
6548,BB,Control,D,0.845
6549,BB,Control,A,0.885
6550,BB,Control,B,0.891
6551,BB,Control,C,0.883
6552,BB,Control,D,0.848
6553,BB,Control,A,0.883
6554,BB,Control,B,0.884
6555,BB,Control,C,0.891
6556,BB,Control,D,0.844
6557,BB,Control,A,0.887
6558,BB,Control,B,0.892
6559,BB,Control,C,0.884
6560,BB,Control,D,0.853
6561,BB,Control,A,0.883
6562,BB,Control,B,0.891
6563,BB,Control,C,0.883
6564,BB,Control,D,0.83
6565,BB,Control,A,0.892
6566,BB,Control,B,0.888
6567,BB,Control,C,0.887
6568,BB,Control,D,0.852
6569,BB,Control,A,0.892
6570,BB,Control,B,0.89
6571,BB,Control,C,0.892
6572,BB,Control,D,0.851
6573,BB,Control,A,0.886
6574,BB,Control,B,0.891
6575,BB,Control,C,0.892
6576,BB,Control,D,0.858
6577,BB,Control,A,0.883
6578,BB,Control,B,0.883
6579,BB,Control,C,0.884
6580,BB,Control,D,0.853
6581,BB,Control,A,0.889
6582,BB,Control,B,0.888
6583,BB,Control,C,0.892
6584,BB,Control,D,0.853
6585,BB,Control,A,0.891
6586,BB,Control,B,0.891
6587,BB,Control,C,0.883
6588,BB,Control,D,0.852
6589,BB,Control,A,0.887
6590,BB,Control,B,0.89
6591,BB,Control,C,0.888
6592,BB,Control,D,0.848
6593,BB,Control,A,0.89
6594,BB,Control,B,0.883
6595,BB,Control,C,0.885
6596,BB,Control,D,0.857
6597,BB,Control,A,0.891
6598,BB,Control,B,0.892
6599,BB,Control,C,0.891
6600,BB,Control,D,0.848
6601,BB,Control,A,0.885
6602,BB,Control,B,0.891
6603,BB,Control,C,0.883
6604,BB,Control,D,0.85
6605,BB,Control,A,0.887
6606,BB,Control,B,0.883
6607,BB,Control,C,0.885
6608,BB,Control,D,0.851
6609,BB,Control,A,0.884
6610,BB,Control,B,0.883
6611,BB,Control,C,0.884
6612,BB,Control,D,0.849
6613,BB,Control,A,0.883
6614,BB,Control,B,0.885
6615,BB,Control,C,0.883
6616,BB,Control,D,0.851
6617,BB,Control,A,0.883
6618,BB,Control,B,0.887
6619,BB,Control,C,0.889
6620,BB,Control,D,0.85
6621,BB,Control,A,0.892
6622,BB,Control,B,0.891
6623,BB,Control,C,0.89
6624,BB,Control,D,0.858
6625,BB,Control,A,0.888
6626,BB,Control,B,0.883
6627,BB,Control,C,0.891
6628,BB,Control,D,0.856
6629,BB,Control,A,0.892
6630,BB,Control,B,0.885
6631,BB,Control,C,0.892
6632,BB,Control,D,0.851
6633,BB,Control,A,0.883
6634,BB,Control,B,0.883
6635,BB,Control,C,0.892
6636,BB,Control,D,0.845
6637,BB,Control,A,0.883
6638,BB,Control,B,0.883
6639,BB,Control,C,0.883
6640,BB,Control,D,0.846
6641,BB,Control,A,0.883
6642,BB,Control,B,0.892
6643,BB,Control,C,0.892
6644,BB,Control,D,0.85
6645,BB,Control,A,0.892
6646,BB,Control,B,0.89
6647,BB,Control,C,0.885
6648,BB,Control,D,0.854
6649,BB,Control,A,0.883
6650,BB,Control,B,0.89
6651,BB,Control,C,0.892
6652,BB,Control,D,0.851
6653,BB,Control,A,0.889
6654,BB,Control,B,0.892
6655,BB,Control,C,0.889
6656,BB,Control,D,0.85
6657,BB,Control,A,0.883
6658,BB,Control,B,0.89
6659,BB,Control,C,0.891
6660,BB,Control,D,0.855
6661,BB,Control,A,0.885
6662,BB,Control,B,0.889
6663,BB,Control,C,0.887
6664,BB,Control,D,0.851
6665,BB,Control,A,0.892
6666,BB,Control,B,0.892
6667,BB,Control,C,0.886
6668,BB,Control,D,0.849
6669,BB,Control,A,0.889
6670,BB,Control,B,0.888
6671,BB,Control,C,0.891
6672,BB,Control,D,0.847
6673,BB,Control,A,0.891
6674,BB,Control,B,0.889
6675,BB,Control,C,0.886
6676,BB,Control,D,0.85
6677,BB,Control,A,0.889
6678,BB,Control,B,0.889
6679,BB,Control,C,0.884
6680,BB,Control,D,0.832
6681,BB,Control,A,0.885
6682,BB,Control,B,0.891
6683,BB,Control,C,0.89
6684,BB,Control,D,0.836
6685,BB,Control,A,0.884
6686,BB,Control,B,0.891
6687,BB,Control,C,0.886
6688,BB,Control,D,0.851
6689,BB,Control,A,0.888
6690,BB,Control,B,0.892
6691,BB,Control,C,0.887
6692,BB,Control,D,0.839
6693,BB,Control,A,0.891
6694,BB,Control,B,0.883
6695,BB,Control,C,0.887
6696,BB,Control,D,0.857
6697,BB,Control,A,0.889
6698,BB,Control,B,0.892
6699,BB,Control,C,0.891
6700,BB,Control,D,0.846
6701,BB,Control,A,0.892
6702,BB,Control,B,0.886
6703,BB,Control,C,0.884
6704,BB,Control,D,0.848
6705,BB,Control,A,0.889
6706,BB,Control,B,0.891
6707,BB,Control,C,0.892
6708,BB,Control,D,0.85
6709,BB,Control,A,0.883
6710,BB,Control,B,0.888
6711,BB,Control,C,0.886
6712,BB,Control,D,0.85
6713,BB,Control,A,0.885
6714,BB,Control,B,0.892
6715,BB,Control,C,0.884
6716,BB,Control,D,0.859
6717,BB,Control,A,0.888
6718,BB,Control,B,0.883
6719,BB,Control,C,0.884
6720,BB,Control,D,0.852
6721,BB,Control,A,0.884
6722,BB,Control,B,0.892
6723,BB,Control,C,0.89
6724,BB,Control,D,0.85
6725,BB,Control,A,0.889
6726,BB,Control,B,0.883
6727,BB,Control,C,0.892
6728,BB,Control,D,0.85
6729,BB,Control,A,0.885
6730,BB,Control,B,0.89
6731,BB,Control,C,0.891
6732,BB,Control,D,0.823
6733,BB,Control,A,0.891
6734,BB,Control,B,0.883
6735,BB,Control,C,0.89
6736,BB,Control,D,0.823
6737,BB,Control,A,0.892
6738,BB,Control,B,0.892
6739,BB,Control,C,0.888
6740,BB,Control,D,0.859
6741,BB,Control,A,0.891
6742,BB,Control,B,0.886
6743,BB,Control,C,0.883
6744,BB,Control,D,0.85
6745,BB,Control,A,0.892
6746,BB,Control,B,0.891
6747,BB,Control,C,0.891
6748,BB,Control,D,0.83
6749,BB,Control,A,0.883
6750,BB,Control,B,0.892
6751,BB,Control,C,0.89
6752,BB,Control,D,0.856
6753,BB,Control,A,0.883
6754,BB,Control,B,0.891
6755,BB,Control,C,0.89
6756,BB,Control,D,0.849
6757,BB,Control,A,0.883
6758,BB,Control,B,0.885
6759,BB,Control,C,0.883
6760,BB,Control,D,0.85
6761,BB,Control,A,0.887
6762,BB,Control,B,0.886
6763,BB,Control,C,0.885
6764,BB,Control,D,0.852
6765,BB,Control,A,0.888
6766,BB,Control,B,0.886
6767,BB,Control,C,0.885
6768,BB,Control,D,0.831
6769,BB,Control,A,0.891
6770,BB,Control,B,0.892
6771,BB,Control,C,0.887
6772,BB,Control,D,0.858
6773,BB,Control,A,0.883
6774,BB,Control,B,0.887
6775,BB,Control,C,0.889
6776,BB,Control,D,0.849
6777,BB,Control,A,0.883
6778,BB,Control,B,0.89
6779,BB,Control,C,0.892
6780,BB,Control,D,0.841
6781,BB,Control,A,0.892
6782,BB,Control,B,0.892
6783,BB,Control,C,0.885
6784,BB,Control,D,0.859
6785,BB,Control,A,0.883
6786,BB,Control,B,0.892
6787,BB,Control,C,0.884
6788,BB,Control,D,0.85
6789,BB,Control,A,0.891
6790,BB,Control,B,0.883
6791,BB,Control,C,0.89
6792,BB,Control,D,0.829
6793,BB,Control,A,0.891
6794,BB,Control,B,0.892
6795,BB,Control,C,0.883
6796,BB,Control,D,0.851
6797,BB,Control,A,0.883
6798,BB,Control,B,0.891
6799,BB,Control,C,0.884
6800,BB,Control,D,0.846
6801,BB,Control,A,0.883
6802,BB,Control,B,0.887
6803,BB,Control,C,0.892
6804,BB,Control,D,0.835
6805,BB,Control,A,0.887
6806,BB,Control,B,0.892
6807,BB,Control,C,0.887
6808,BB,Control,D,0.83
6809,BB,Control,A,0.885
6810,BB,Control,B,0.891
6811,BB,Control,C,0.892
6812,BB,Control,D,0.835
6813,BB,Control,A,0.887
6814,BB,Control,B,0.887
6815,BB,Control,C,0.892
6816,BB,Control,D,0.846
6817,BB,Control,A,0.883
6818,BB,Control,B,0.892
6819,BB,Control,C,0.888
6820,BB,Control,D,0.825
6821,BB,Control,A,0.889
6822,BB,Control,B,0.883
6823,BB,Control,C,0.891
6824,BB,Control,D,0.859
6825,BB,Control,A,0.89
6826,BB,Control,B,0.891
6827,BB,Control,C,0.891
6828,BB,Control,D,0.845
6829,BB,Control,A,0.883
6830,BB,Control,B,0.89
6831,BB,Control,C,0.888
6832,BB,Control,D,0.824
6833,BB,Control,A,0.891
6834,BB,Control,B,0.887
6835,BB,Control,C,0.885
6836,BB,Control,D,0.843
6837,BB,Control,A,0.892
6838,BB,Control,B,0.883
6839,BB,Control,C,0.883
6840,BB,Control,D,0.85
6841,BB,Control,A,0.883
6842,BB,Control,B,0.884
6843,BB,Control,C,0.891
6844,BB,Control,D,0.859
6845,BB,Control,A,0.883
6846,BB,Control,B,0.884
6847,BB,Control,C,0.891
6848,BB,Control,D,0.846
6849,BB,Control,A,0.892
6850,BB,Control,B,0.891
6851,BB,Control,C,0.888
6852,BB,Control,D,0.848
6853,BB,Control,A,0.887
6854,BB,Control,B,0.892
6855,BB,Control,C,0.891
6856,BB,Control,D,0.849
6857,BB,Control,A,0.89
6858,BB,Control,B,0.888
6859,BB,Control,C,0.89
6860,BB,Control,D,0.848
6861,BB,Control,A,0.892
6862,BB,Control,B,0.89
6863,BB,Control,C,0.89
6864,BB,Control,D,0.836
6865,BB,Control,A,0.892
6866,BB,Control,B,0.883
6867,BB,Control,C,0.886
6868,BB,Control,D,0.844
6869,BB,Control,A,0.891
6870,BB,Control,B,0.883
6871,BB,Control,C,0.889
6872,BB,Control,D,0.85
6873,BB,Control,A,0.892
6874,BB,Control,B,0.887
6875,BB,Control,C,0.884
6876,BB,Control,D,0.841
6877,BB,Control,A,0.892
6878,BB,Control,B,0.892
6879,BB,Control,C,0.885
6880,BB,Control,D,0.852
6881,BB,Control,A,0.892
6882,BB,Control,B,0.891
6883,BB,Control,C,0.891
6884,BB,Control,D,0.835
6885,BB,Control,A,0.883
6886,BB,Control,B,0.886
6887,BB,Control,C,0.883
6888,BB,Control,D,0.853
6889,BB,Control,A,0.891
6890,BB,Control,B,0.891
6891,BB,Control,C,0.891
6892,BB,Control,D,0.851
6893,BB,Control,A,0.884
6894,BB,Control,B,0.885
6895,BB,Control,C,0.884
6896,BB,Control,D,0.833
6897,BB,Control,A,0.891
6898,BB,Control,B,0.892
6899,BB,Control,C,0.883
6900,BB,Control,D,0.85
6901,BB,Control,A,0.891
6902,BB,Control,B,0.891
6903,BB,Control,C,0.892
6904,BB,Control,D,0.846
6905,BB,Control,A,0.89
6906,BB,Control,B,0.889
6907,BB,Control,C,0.883
6908,BB,Control,D,0.86
6909,BB,Control,A,0.887
6910,BB,Control,B,0.891
6911,BB,Control,C,0.883
6912,BB,Control,D,0.857
6913,BB,Control,A,0.891
6914,BB,Control,B,0.886
6915,BB,Control,C,0.886
6916,BB,Control,D,0.846
6917,BB,Control,A,0.883
6918,BB,Control,B,0.884
6919,BB,Control,C,0.89
6920,BB,Control,D,0.848
6921,BB,Control,A,0.892
6922,BB,Control,B,0.883
6923,BB,Control,C,0.883
6924,BB,Control,D,0.852
6925,BB,Control,A,0.889
6926,BB,Control,B,0.885
6927,BB,Control,C,0.89
6928,BB,Control,D,0.842
6929,BB,Control,A,0.883
6930,BB,Control,B,0.891
6931,BB,Control,C,0.884
6932,BB,Control,D,0.851
6933,BB,Control,A,0.891
6934,BB,Control,B,0.892
6935,BB,Control,C,0.883
6936,BB,Control,D,0.842
6937,BB,Control,A,0.883
6938,BB,Control,B,0.884
6939,BB,Control,C,0.891
6940,BB,Control,D,0.847
6941,BB,Control,A,0.884
6942,BB,Control,B,0.891
6943,BB,Control,C,0.89
6944,BB,Control,D,0.841
6945,BB,Control,A,0.883
6946,BB,Control,B,0.89
6947,BB,Control,C,0.883
6948,BB,Control,D,0.836
6949,BB,Control,A,0.885
6950,BB,Control,B,0.883
6951,BB,Control,C,0.89
6952,BB,Control,D,0.84
6953,BB,Control,A,0.887
6954,BB,Control,B,0.89
6955,BB,Control,C,0.892
6956,BB,Control,D,0.847
6957,BB,Control,A,0.885
6958,BB,Control,B,0.892
6959,BB,Control,C,0.891
6960,BB,Control,D,0.849
6961,BB,Control,A,0.887
6962,BB,Control,B,0.885
6963,BB,Control,C,0.883
6964,BB,Control,D,0.849
6965,BB,Control,A,0.886
6966,BB,Control,B,0.883
6967,BB,Control,C,0.886
6968,BB,Control,D,0.845
6969,BB,Control,A,0.89
6970,BB,Control,B,0.883
6971,BB,Control,C,0.889
6972,BB,Control,D,0.853
6973,BB,Control,A,0.883
6974,BB,Control,B,0.89
6975,BB,Control,C,0.883
6976,BB,Control,D,0.844
6977,BB,Control,A,0.883
6978,BB,Control,B,0.888
6979,BB,Control,C,0.891
6980,BB,Control,D,0.848
6981,BB,Control,A,0.891
6982,BB,Control,B,0.892
6983,BB,Control,C,0.885
6984,BB,Control,D,0.85
6985,BB,Control,A,0.889
6986,BB,Control,B,0.892
6987,BB,Control,C,0.891
6988,BB,Control,D,0.851
6989,BB,Control,A,0.891
6990,BB,Control,B,0.891
6991,BB,Control,C,0.89
6992,BB,Control,D,0.851
6993,BB,Control,A,0.891
6994,BB,Control,B,0.889
6995,BB,Control,C,0.889
6996,BB,Control,D,0.83
6997,BB,Control,A,0.884
6998,BB,Control,B,0.883
6999,BB,Control,C,0.885
7000,BB,Control,D,0.848
7001,ISO,Experimental,A,0.356
7002,ISO,Experimental,B,0.883
7003,ISO,Experimental,C,0.885
7004,ISO,Experimental,A,0.361
7005,ISO,Experimental,B,0.885
7006,ISO,Experimental,C,0.884
7007,ISO,Experimental,A,0.349
7008,ISO,Experimental,B,0.885
7009,ISO,Experimental,C,0.884
7010,ISO,Experimental,A,0.361
7011,ISO,Experimental,B,0.885
7012,ISO,Experimental,C,0.885
7013,ISO,Experimental,A,0.353
7014,ISO,Experimental,B,0.886
7015,ISO,Experimental,C,0.883
7016,ISO,Experimental,A,0.348
7017,ISO,Experimental,B,0.883
7018,ISO,Experimental,C,0.89
7019,ISO,Experimental,A,0.361
7020,ISO,Experimental,B,0.89
7021,ISO,Experimental,C,0.886
7022,ISO,Experimental,A,0.362
7023,ISO,Experimental,B,0.89
7024,ISO,Experimental,C,0.883
7025,ISO,Experimental,A,0.35
7026,ISO,Experimental,B,0.892
7027,ISO,Experimental,C,0.89
7028,ISO,Experimental,A,0.362
7029,ISO,Experimental,B,0.887
7030,ISO,Experimental,C,0.883
7031,ISO,Experimental,A,0.348
7032,ISO,Experimental,B,0.887
7033,ISO,Experimental,C,0.883
7034,ISO,Experimental,A,0.36
7035,ISO,Experimental,B,0.891
7036,ISO,Experimental,C,0.883
7037,ISO,Experimental,A,0.36
7038,ISO,Experimental,B,0.892
7039,ISO,Experimental,C,0.886
7040,ISO,Experimental,A,0.353
7041,ISO,Experimental,B,0.886
7042,ISO,Experimental,C,0.887
7043,ISO,Experimental,A,0.352
7044,ISO,Experimental,B,0.891
7045,ISO,Experimental,C,0.892
7046,ISO,Experimental,A,0.36
7047,ISO,Experimental,B,0.891
7048,ISO,Experimental,C,0.892
7049,ISO,Experimental,A,0.355
7050,ISO,Experimental,B,0.891
7051,ISO,Experimental,C,0.891
7052,ISO,Experimental,A,0.359
7053,ISO,Experimental,B,0.891
7054,ISO,Experimental,C,0.892
7055,ISO,Experimental,A,0.348
7056,ISO,Experimental,B,0.883
7057,ISO,Experimental,C,0.886
7058,ISO,Experimental,A,0.36
7059,ISO,Experimental,B,0.883
7060,ISO,Experimental,C,0.886
7061,ISO,Experimental,A,0.36
7062,ISO,Experimental,B,0.884
7063,ISO,Experimental,C,0.892
7064,ISO,Experimental,A,0.349
7065,ISO,Experimental,B,0.892
7066,ISO,Experimental,C,0.888
7067,ISO,Experimental,A,0.355
7068,ISO,Experimental,B,0.888
7069,ISO,Experimental,C,0.883
7070,ISO,Experimental,A,0.361
7071,ISO,Experimental,B,0.883
7072,ISO,Experimental,C,0.883
7073,ISO,Experimental,A,0.352
7074,ISO,Experimental,B,0.891
7075,ISO,Experimental,C,0.888
7076,ISO,Experimental,A,0.357
7077,ISO,Experimental,B,0.891
7078,ISO,Experimental,C,0.887
7079,ISO,Experimental,A,0.359
7080,ISO,Experimental,B,0.891
7081,ISO,Experimental,C,0.885
7082,ISO,Experimental,A,0.362
7083,ISO,Experimental,B,0.885
7084,ISO,Experimental,C,0.888
7085,ISO,Experimental,A,0.361
7086,ISO,Experimental,B,0.889
7087,ISO,Experimental,C,0.883
7088,ISO,Experimental,A,0.353
7089,ISO,Experimental,B,0.889
7090,ISO,Experimental,C,0.883
7091,ISO,Experimental,A,0.356
7092,ISO,Experimental,B,0.883
7093,ISO,Experimental,C,0.891
7094,ISO,Experimental,A,0.353
7095,ISO,Experimental,B,0.883
7096,ISO,Experimental,C,0.883
7097,ISO,Experimental,A,0.351
7098,ISO,Experimental,B,0.891
7099,ISO,Experimental,C,0.892
7100,ISO,Experimental,A,0.361
7101,ISO,Experimental,B,0.883
7102,ISO,Experimental,C,0.892
7103,ISO,Experimental,A,0.356
7104,ISO,Experimental,B,0.887
7105,ISO,Experimental,C,0.891
7106,ISO,Experimental,A,0.349
7107,ISO,Experimental,B,0.885
7108,ISO,Experimental,C,0.887
7109,ISO,Experimental,A,0.362
7110,ISO,Experimental,B,0.891
7111,ISO,Experimental,C,0.89
7112,ISO,Experimental,A,0.349
7113,ISO,Experimental,B,0.883
7114,ISO,Experimental,C,0.888
7115,ISO,Experimental,A,0.358
7116,ISO,Experimental,B,0.892
7117,ISO,Experimental,C,0.885
7118,ISO,Experimental,A,0.36
7119,ISO,Experimental,B,0.883
7120,ISO,Experimental,C,0.883
7121,ISO,Experimental,A,0.348
7122,ISO,Experimental,B,0.888
7123,ISO,Experimental,C,0.888
7124,ISO,Experimental,A,0.348
7125,ISO,Experimental,B,0.883
7126,ISO,Experimental,C,0.883
7127,ISO,Experimental,A,0.352
7128,ISO,Experimental,B,0.887
7129,ISO,Experimental,C,0.89
7130,ISO,Experimental,A,0.358
7131,ISO,Experimental,B,0.888
7132,ISO,Experimental,C,0.886
7133,ISO,Experimental,A,0.356
7134,ISO,Experimental,B,0.883
7135,ISO,Experimental,C,0.885
7136,ISO,Experimental,A,0.362
7137,ISO,Experimental,B,0.892
7138,ISO,Experimental,C,0.889
7139,ISO,Experimental,A,0.353
7140,ISO,Experimental,B,0.889
7141,ISO,Experimental,C,0.892
7142,ISO,Experimental,A,0.347
7143,ISO,Experimental,B,0.887
7144,ISO,Experimental,C,0.892
7145,ISO,Experimental,A,0.357
7146,ISO,Experimental,B,0.891
7147,ISO,Experimental,C,0.884
7148,ISO,Experimental,A,0.351
7149,ISO,Experimental,B,0.892
7150,ISO,Experimental,C,0.89
7151,ISO,Experimental,A,0.36
7152,ISO,Experimental,B,0.883
7153,ISO,Experimental,C,0.891
7154,ISO,Experimental,A,0.36
7155,ISO,Experimental,B,0.891
7156,ISO,Experimental,C,0.892
7157,ISO,Experimental,A,0.348
7158,ISO,Experimental,B,0.891
7159,ISO,Experimental,C,0.885
7160,ISO,Experimental,A,0.352
7161,ISO,Experimental,B,0.883
7162,ISO,Experimental,C,0.889
7163,ISO,Experimental,A,0.348
7164,ISO,Experimental,B,0.884
7165,ISO,Experimental,C,0.883
7166,ISO,Experimental,A,0.362
7167,ISO,Experimental,B,0.883
7168,ISO,Experimental,C,0.889
7169,ISO,Experimental,A,0.362
7170,ISO,Experimental,B,0.884
7171,ISO,Experimental,C,0.883
7172,ISO,Experimental,A,0.361
7173,ISO,Experimental,B,0.883
7174,ISO,Experimental,C,0.892
7175,ISO,Experimental,A,0.358
7176,ISO,Experimental,B,0.883
7177,ISO,Experimental,C,0.892
7178,ISO,Experimental,A,0.348
7179,ISO,Experimental,B,0.887
7180,ISO,Experimental,C,0.892
7181,ISO,Experimental,A,0.354
7182,ISO,Experimental,B,0.892
7183,ISO,Experimental,C,0.883
7184,ISO,Experimental,A,0.348
7185,ISO,Experimental,B,0.884
7186,ISO,Experimental,C,0.884
7187,ISO,Experimental,A,0.348
7188,ISO,Experimental,B,0.883
7189,ISO,Experimental,C,0.886
7190,ISO,Experimental,A,0.356
7191,ISO,Experimental,B,0.888
7192,ISO,Experimental,C,0.883
7193,ISO,Experimental,A,0.356
7194,ISO,Experimental,B,0.887
7195,ISO,Experimental,C,0.891
7196,ISO,Experimental,A,0.353
7197,ISO,Experimental,B,0.887
7198,ISO,Experimental,C,0.892
7199,ISO,Experimental,A,0.346
7200,ISO,Experimental,B,0.892
7201,ISO,Experimental,C,0.89
7202,ISO,Experimental,A,0.36
7203,ISO,Experimental,B,0.883
7204,ISO,Experimental,C,0.887
7205,ISO,Experimental,A,0.357
7206,ISO,Experimental,B,0.89
7207,ISO,Experimental,C,0.89
7208,ISO,Experimental,A,0.348
7209,ISO,Experimental,B,0.892
7210,ISO,Experimental,C,0.891
7211,ISO,Experimental,A,0.355
7212,ISO,Experimental,B,0.884
7213,ISO,Experimental,C,0.889
7214,ISO,Experimental,A,0.353
7215,ISO,Experimental,B,0.887
7216,ISO,Experimental,C,0.883
7217,ISO,Experimental,A,0.35
7218,ISO,Experimental,B,0.887
7219,ISO,Experimental,C,0.892
7220,ISO,Experimental,A,0.349
7221,ISO,Experimental,B,0.891
7222,ISO,Experimental,C,0.888
7223,ISO,Experimental,A,0.352
7224,ISO,Experimental,B,0.89
7225,ISO,Experimental,C,0.887
7226,ISO,Experimental,A,0.361
7227,ISO,Experimental,B,0.891
7228,ISO,Experimental,C,0.891
7229,ISO,Experimental,A,0.351
7230,ISO,Experimental,B,0.892
7231,ISO,Experimental,C,0.891
7232,ISO,Experimental,A,0.36
7233,ISO,Experimental,B,0.892
7234,ISO,Experimental,C,0.887
7235,ISO,Experimental,A,0.348
7236,ISO,Experimental,B,0.892
7237,ISO,Experimental,C,0.892
7238,ISO,Experimental,A,0.361
7239,ISO,Experimental,B,0.89
7240,ISO,Experimental,C,0.892
7241,ISO,Experimental,A,0.357
7242,ISO,Experimental,B,0.883
7243,ISO,Experimental,C,0.89
7244,ISO,Experimental,A,0.362
7245,ISO,Experimental,B,0.888
7246,ISO,Experimental,C,0.889
7247,ISO,Experimental,A,0.362
7248,ISO,Experimental,B,0.886
7249,ISO,Experimental,C,0.886
7250,ISO,Experimental,A,0.361
7251,ISO,Experimental,B,0.892
7252,ISO,Experimental,C,0.89
7253,ISO,Experimental,A,0.351
7254,ISO,Experimental,B,0.888
7255,ISO,Experimental,C,0.89
7256,ISO,Experimental,A,0.351
7257,ISO,Experimental,B,0.892
7258,ISO,Experimental,C,0.886
7259,ISO,Experimental,A,0.361
7260,ISO,Experimental,B,0.883
7261,ISO,Experimental,C,0.892
7262,ISO,Experimental,A,0.352
7263,ISO,Experimental,B,0.892
7264,ISO,Experimental,C,0.885
7265,ISO,Experimental,A,0.361
7266,ISO,Experimental,B,0.888
7267,ISO,Experimental,C,0.892
7268,ISO,Experimental,A,0.348
7269,ISO,Experimental,B,0.885
7270,ISO,Experimental,C,0.891
7271,ISO,Experimental,A,0.358
7272,ISO,Experimental,B,0.888
7273,ISO,Experimental,C,0.884
7274,ISO,Experimental,A,0.348
7275,ISO,Experimental,B,0.89
7276,ISO,Experimental,C,0.883
7277,ISO,Experimental,A,0.351
7278,ISO,Experimental,B,0.892
7279,ISO,Experimental,C,0.891
7280,ISO,Experimental,A,0.352
7281,ISO,Experimental,B,0.891
7282,ISO,Experimental,C,0.892
7283,ISO,Experimental,A,0.36
7284,ISO,Experimental,B,0.884
7285,ISO,Experimental,C,0.883
7286,ISO,Experimental,A,0.356
7287,ISO,Experimental,B,0.892
7288,ISO,Experimental,C,0.887
7289,ISO,Experimental,A,0.354
7290,ISO,Experimental,B,0.892
7291,ISO,Experimental,C,0.891
7292,ISO,Experimental,A,0.349
7293,ISO,Experimental,B,0.891
7294,ISO,Experimental,C,0.885
7295,ISO,Experimental,A,0.346
7296,ISO,Experimental,B,0.891
7297,ISO,Experimental,C,0.891
7298,ISO,Experimental,A,0.348
7299,ISO,Experimental,B,0.887
7300,ISO,Experimental,C,0.883
7301,ISO,Experimental,A,0.349
7302,ISO,Experimental,B,0.889
7303,ISO,Experimental,C,0.883
7304,ISO,Experimental,A,0.353
7305,ISO,Experimental,B,0.891
7306,ISO,Experimental,C,0.887
7307,ISO,Experimental,A,0.361
7308,ISO,Experimental,B,0.891
7309,ISO,Experimental,C,0.891
7310,ISO,Experimental,A,0.359
7311,ISO,Experimental,B,0.891
7312,ISO,Experimental,C,0.891
7313,ISO,Experimental,A,0.355
7314,ISO,Experimental,B,0.888
7315,ISO,Experimental,C,0.883
7316,ISO,Experimental,A,0.359
7317,ISO,Experimental,B,0.887
7318,ISO,Experimental,C,0.891
7319,ISO,Experimental,A,0.361
7320,ISO,Experimental,B,0.89
7321,ISO,Experimental,C,0.892
7322,ISO,Experimental,A,0.348
7323,ISO,Experimental,B,0.891
7324,ISO,Experimental,C,0.891
7325,ISO,Experimental,A,0.35
7326,ISO,Experimental,B,0.883
7327,ISO,Experimental,C,0.888
7328,ISO,Experimental,A,0.358
7329,ISO,Experimental,B,0.892
7330,ISO,Experimental,C,0.892
7331,ISO,Experimental,A,0.347
7332,ISO,Experimental,B,0.887
7333,ISO,Experimental,C,0.883
7334,ISO,Experimental,A,0.361
7335,ISO,Experimental,B,0.891
7336,ISO,Experimental,C,0.889
7337,ISO,Experimental,A,0.359
7338,ISO,Experimental,B,0.89
7339,ISO,Experimental,C,0.888
7340,ISO,Experimental,A,0.362
7341,ISO,Experimental,B,0.884
7342,ISO,Experimental,C,0.892
7343,ISO,Experimental,A,0.351
7344,ISO,Experimental,B,0.891
7345,ISO,Experimental,C,0.889
7346,ISO,Experimental,A,0.348
7347,ISO,Experimental,B,0.884
7348,ISO,Experimental,C,0.883
7349,ISO,Experimental,A,0.348
7350,ISO,Experimental,B,0.891
7351,ISO,Experimental,C,0.886
7352,ISO,Experimental,A,0.349
7353,ISO,Experimental,B,0.883
7354,ISO,Experimental,C,0.883
7355,ISO,Experimental,A,0.349
7356,ISO,Experimental,B,0.883
7357,ISO,Experimental,C,0.889
7358,ISO,Experimental,A,0.36
7359,ISO,Experimental,B,0.883
7360,ISO,Experimental,C,0.883
7361,ISO,Experimental,A,0.362
7362,ISO,Experimental,B,0.892
7363,ISO,Experimental,C,0.889
7364,ISO,Experimental,A,0.35
7365,ISO,Experimental,B,0.891
7366,ISO,Experimental,C,0.89
7367,ISO,Experimental,A,0.359
7368,ISO,Experimental,B,0.892
7369,ISO,Experimental,C,0.889
7370,ISO,Experimental,A,0.351
7371,ISO,Experimental,B,0.885
7372,ISO,Experimental,C,0.891
7373,ISO,Experimental,A,0.36
7374,ISO,Experimental,B,0.891
7375,ISO,Experimental,C,0.883
7376,ISO,Experimental,A,0.35
