ID,condition,trialType,objects,ratings
7377,ISO,Experimental,B,0.883
7378,ISO,Experimental,C,0.883
7379,ISO,Experimental,A,0.355
7380,ISO,Experimental,B,0.884
7381,ISO,Experimental,C,0.883
7382,ISO,Experimental,A,0.362
7383,ISO,Experimental,B,0.889
7384,ISO,Experimental,C,0.892
7385,ISO,Experimental,A,0.356
7386,ISO,Experimental,B,0.89
7387,ISO,Experimental,C,0.892
7388,ISO,Experimental,A,0.348
7389,ISO,Experimental,B,0.885
7390,ISO,Experimental,C,0.886
7391,ISO,Experimental,A,0.362
7392,ISO,Experimental,B,0.886
7393,ISO,Experimental,C,0.884
7394,ISO,Experimental,A,0.348
7395,ISO,Experimental,B,0.886
7396,ISO,Experimental,C,0.891
7397,ISO,Experimental,A,0.362
7398,ISO,Experimental,B,0.887
7399,ISO,Experimental,C,0.884
7400,ISO,Experimental,A,0.354
7401,ISO,Experimental,B,0.89
7402,ISO,Experimental,C,0.883
7403,ISO,Experimental,A,0.348
7404,ISO,Experimental,B,0.891
7405,ISO,Experimental,C,0.887
7406,ISO,Experimental,A,0.352
7407,ISO,Experimental,B,0.89
7408,ISO,Experimental,C,0.89
7409,ISO,Experimental,A,0.361
7410,ISO,Experimental,B,0.886
7411,ISO,Experimental,C,0.891
7412,ISO,Experimental,A,0.35
7413,ISO,Experimental,B,0.889
7414,ISO,Experimental,C,0.892
7415,ISO,Experimental,A,0.359
7416,ISO,Experimental,B,0.892
7417,ISO,Experimental,C,0.891
7418,ISO,Experimental,A,0.351
7419,ISO,Experimental,B,0.892
7420,ISO,Experimental,C,0.892
7421,ISO,Experimental,A,0.362
7422,ISO,Experimental,B,0.888
7423,ISO,Experimental,C,0.884
7424,ISO,Experimental,A,0.349
7425,ISO,Experimental,B,0.887
7426,ISO,Experimental,C,0.891
7427,ISO,Experimental,A,0.362
7428,ISO,Experimental,B,0.884
7429,ISO,Experimental,C,0.883
7430,ISO,Experimental,A,0.349
7431,ISO,Experimental,B,0.883
7432,ISO,Experimental,C,0.89
7433,ISO,Experimental,A,0.355
7434,ISO,Experimental,B,0.891
7435,ISO,Experimental,C,0.886
7436,ISO,Experimental,A,0.348
7437,ISO,Experimental,B,0.886
7438,ISO,Experimental,C,0.887
7439,ISO,Experimental,A,0.36
7440,ISO,Experimental,B,0.892
7441,ISO,Experimental,C,0.883
7442,ISO,Experimental,A,0.362
7443,ISO,Experimental,B,0.892
7444,ISO,Experimental,C,0.89
7445,ISO,Experimental,A,0.353
7446,ISO,Experimental,B,0.883
7447,ISO,Experimental,C,0.883
7448,ISO,Experimental,A,0.349
7449,ISO,Experimental,B,0.891
7450,ISO,Experimental,C,0.889
7451,ISO,Experimental,A,0.351
7452,ISO,Experimental,B,0.883
7453,ISO,Experimental,C,0.883
7454,ISO,Experimental,A,0.355
7455,ISO,Experimental,B,0.891
7456,ISO,Experimental,C,0.891
7457,ISO,Experimental,A,0.349
7458,ISO,Experimental,B,0.886
7459,ISO,Experimental,C,0.89
7460,ISO,Experimental,A,0.359
7461,ISO,Experimental,B,0.891
7462,ISO,Experimental,C,0.891
7463,ISO,Experimental,A,0.356
7464,ISO,Experimental,B,0.892
7465,ISO,Experimental,C,0.884
7466,ISO,Experimental,A,0.36
7467,ISO,Experimental,B,0.89
7468,ISO,Experimental,C,0.883
7469,ISO,Experimental,A,0.349
7470,ISO,Experimental,B,0.892
7471,ISO,Experimental,C,0.887
7472,ISO,Experimental,A,0.352
7473,ISO,Experimental,B,0.891
7474,ISO,Experimental,C,0.891
7475,ISO,Experimental,A,0.362
7476,ISO,Experimental,B,0.883
7477,ISO,Experimental,C,0.891
7478,ISO,Experimental,A,0.351
7479,ISO,Experimental,B,0.891
7480,ISO,Experimental,C,0.891
7481,ISO,Experimental,A,0.346
7482,ISO,Experimental,B,0.891
7483,ISO,Experimental,C,0.892
7484,ISO,Experimental,A,0.361
7485,ISO,Experimental,B,0.884
7486,ISO,Experimental,C,0.891
7487,ISO,Experimental,A,0.362
7488,ISO,Experimental,B,0.892
7489,ISO,Experimental,C,0.891
7490,ISO,Experimental,A,0.348
7491,ISO,Experimental,B,0.887
7492,ISO,Experimental,C,0.891
7493,ISO,Experimental,A,0.349
7494,ISO,Experimental,B,0.884
7495,ISO,Experimental,C,0.891
7496,ISO,Experimental,A,0.356
7497,ISO,Experimental,B,0.885
7498,ISO,Experimental,C,0.889
7499,ISO,Experimental,A,0.347
7500,ISO,Experimental,B,0.889
7501,ISO,Experimental,C,0.883
7502,ISO,Experimental,A,0.352
7503,ISO,Experimental,B,0.891
7504,ISO,Experimental,C,0.888
7505,ISO,Experimental,A,0.352
7506,ISO,Experimental,B,0.889
7507,ISO,Experimental,C,0.891
7508,ISO,Experimental,A,0.361
7509,ISO,Experimental,B,0.883
7510,ISO,Experimental,C,0.891
7511,ISO,Experimental,A,0.356
7512,ISO,Experimental,B,0.889
7513,ISO,Experimental,C,0.892
7514,ISO,Experimental,A,0.35
7515,ISO,Experimental,B,0.883
7516,ISO,Experimental,C,0.886
7517,ISO,Experimental,A,0.362
7518,ISO,Experimental,B,0.891
7519,ISO,Experimental,C,0.884
7520,ISO,Experimental,A,0.351
7521,ISO,Experimental,B,0.889
7522,ISO,Experimental,C,0.886
7523,ISO,Experimental,A,0.355
7524,ISO,Experimental,B,0.892
7525,ISO,Experimental,C,0.892
7526,ISO,Experimental,A,0.358
7527,ISO,Experimental,B,0.889
7528,ISO,Experimental,C,0.889
7529,ISO,Experimental,A,0.362
7530,ISO,Experimental,B,0.888
7531,ISO,Experimental,C,0.883
7532,ISO,Experimental,A,0.349
7533,ISO,Experimental,B,0.892
7534,ISO,Experimental,C,0.883
7535,ISO,Experimental,A,0.36
7536,ISO,Experimental,B,0.89
7537,ISO,Experimental,C,0.892
7538,ISO,Experimental,A,0.357
7539,ISO,Experimental,B,0.89
7540,ISO,Experimental,C,0.884
7541,ISO,Experimental,A,0.353
7542,ISO,Experimental,B,0.891
7543,ISO,Experimental,C,0.892
7544,ISO,Experimental,A,0.353
7545,ISO,Experimental,B,0.89
7546,ISO,Experimental,C,0.89
7547,ISO,Experimental,A,0.352
7548,ISO,Experimental,B,0.883
7549,ISO,Experimental,C,0.89
7550,ISO,Experimental,A,0.356
7551,ISO,Experimental,B,0.884
7552,ISO,Experimental,C,0.884
7553,ISO,Experimental,A,0.36
7554,ISO,Experimental,B,0.883
7555,ISO,Experimental,C,0.892
7556,ISO,Experimental,A,0.351
7557,ISO,Experimental,B,0.884
7558,ISO,Experimental,C,0.891
7559,ISO,Experimental,A,0.359
7560,ISO,Experimental,B,0.883
7561,ISO,Experimental,C,0.892
7562,ISO,Experimental,A,0.355
7563,ISO,Experimental,B,0.892
7564,ISO,Experimental,C,0.889
7565,ISO,Experimental,A,0.353
7566,ISO,Experimental,B,0.89
7567,ISO,Experimental,C,0.885
7568,ISO,Experimental,A,0.348
7569,ISO,Experimental,B,0.883
7570,ISO,Experimental,C,0.885
7571,ISO,Experimental,A,0.346
7572,ISO,Experimental,B,0.892
7573,ISO,Experimental,C,0.884
7574,ISO,Experimental,A,0.346
7575,ISO,Experimental,B,0.884
7576,ISO,Experimental,C,0.883
7577,ISO,Experimental,A,0.351
7578,ISO,Experimental,B,0.891
7579,ISO,Experimental,C,0.887
7580,ISO,Experimental,A,0.349
7581,ISO,Experimental,B,0.885
7582,ISO,Experimental,C,0.891
7583,ISO,Experimental,A,0.359
7584,ISO,Experimental,B,0.883
7585,ISO,Experimental,C,0.884
7586,ISO,Experimental,A,0.349
7587,ISO,Experimental,B,0.883
7588,ISO,Experimental,C,0.884
7589,ISO,Experimental,A,0.353
7590,ISO,Experimental,B,0.89
7591,ISO,Experimental,C,0.884
7592,ISO,Experimental,A,0.348
7593,ISO,Experimental,B,0.887
7594,ISO,Experimental,C,0.892
7595,ISO,Experimental,A,0.361
7596,ISO,Experimental,B,0.889
7597,ISO,Experimental,C,0.884
7598,ISO,Experimental,A,0.351
7599,ISO,Experimental,B,0.892
7600,ISO,Experimental,C,0.891
7601,ISO,Experimental,A,0.353
7602,ISO,Experimental,B,0.885
7603,ISO,Experimental,C,0.883
7604,ISO,Experimental,A,0.359
7605,ISO,Experimental,B,0.89
7606,ISO,Experimental,C,0.888
7607,ISO,Experimental,A,0.356
7608,ISO,Experimental,B,0.891
7609,ISO,Experimental,C,0.887
7610,ISO,Experimental,A,0.357
7611,ISO,Experimental,B,0.891
7612,ISO,Experimental,C,0.888
7613,ISO,Experimental,A,0.348
7614,ISO,Experimental,B,0.883
7615,ISO,Experimental,C,0.885
7616,ISO,Experimental,A,0.355
7617,ISO,Experimental,B,0.891
7618,ISO,Experimental,C,0.883
7619,ISO,Experimental,A,0.348
7620,ISO,Experimental,B,0.889
7621,ISO,Experimental,C,0.889
7622,ISO,Experimental,A,0.348
7623,ISO,Experimental,B,0.883
7624,ISO,Experimental,C,0.892
7625,ISO,Experimental,A,0.355
7626,ISO,Experimental,B,0.891
7627,ISO,Experimental,C,0.89
7628,ISO,Experimental,A,0.353
7629,ISO,Experimental,B,0.884
7630,ISO,Experimental,C,0.89
7631,ISO,Experimental,A,0.353
7632,ISO,Experimental,B,0.888
7633,ISO,Experimental,C,0.884
7634,ISO,Experimental,A,0.348
7635,ISO,Experimental,B,0.883
7636,ISO,Experimental,C,0.883
7637,ISO,Experimental,A,0.349
7638,ISO,Experimental,B,0.891
7639,ISO,Experimental,C,0.892
7640,ISO,Experimental,A,0.354
7641,ISO,Experimental,B,0.883
7642,ISO,Experimental,C,0.891
7643,ISO,Experimental,A,0.348
7644,ISO,Experimental,B,0.888
7645,ISO,Experimental,C,0.89
7646,ISO,Experimental,A,0.361
7647,ISO,Experimental,B,0.885
7648,ISO,Experimental,C,0.886
7649,ISO,Experimental,A,0.352
7650,ISO,Experimental,B,0.886
7651,ISO,Experimental,C,0.887
7652,ISO,Experimental,A,0.349
7653,ISO,Experimental,B,0.891
7654,ISO,Experimental,C,0.892
7655,ISO,Experimental,A,0.361
7656,ISO,Experimental,B,0.884
7657,ISO,Experimental,C,0.891
7658,ISO,Experimental,A,0.356
7659,ISO,Experimental,B,0.89
7660,ISO,Experimental,C,0.883
7661,ISO,Experimental,A,0.35
7662,ISO,Experimental,B,0.883
7663,ISO,Experimental,C,0.883
7664,ISO,Experimental,A,0.362
7665,ISO,Experimental,B,0.883
7666,ISO,Experimental,C,0.886
7667,ISO,Experimental,A,0.348
7668,ISO,Experimental,B,0.883
7669,ISO,Experimental,C,0.888
7670,ISO,Experimental,A,0.359
7671,ISO,Experimental,B,0.884
7672,ISO,Experimental,C,0.892
7673,ISO,Experimental,A,0.35
7674,ISO,Experimental,B,0.892
7675,ISO,Experimental,C,0.889
7676,ISO,Experimental,A,0.362
7677,ISO,Experimental,B,0.884
7678,ISO,Experimental,C,0.884
7679,ISO,Experimental,A,0.362
7680,ISO,Experimental,B,0.887
7681,ISO,Experimental,C,0.884
7682,ISO,Experimental,A,0.349
7683,ISO,Experimental,B,0.888
7684,ISO,Experimental,C,0.886
7685,ISO,Experimental,A,0.349
7686,ISO,Experimental,B,0.89
7687,ISO,Experimental,C,0.887
7688,ISO,Experimental,A,0.356
7689,ISO,Experimental,B,0.886
7690,ISO,Experimental,C,0.885
7691,ISO,Experimental,A,0.351
7692,ISO,Experimental,B,0.888
7693,ISO,Experimental,C,0.892
7694,ISO,Experimental,A,0.351
7695,ISO,Experimental,B,0.89
7696,ISO,Experimental,C,0.888
7697,ISO,Experimental,A,0.354
7698,ISO,Experimental,B,0.891
7699,ISO,Experimental,C,0.883
7700,ISO,Experimental,A,0.348
7701,ISO,Experimental,B,0.891
7702,ISO,Experimental,C,0.888
7703,ISO,Experimental,A,0.35
7704,ISO,Experimental,B,0.883
7705,ISO,Experimental,C,0.89
7706,ISO,Experimental,A,0.35
7707,ISO,Experimental,B,0.892
7708,ISO,Experimental,C,0.883
7709,ISO,Experimental,A,0.352
7710,ISO,Experimental,B,0.892
7711,ISO,Experimental,C,0.885
7712,ISO,Experimental,A,0.362
7713,ISO,Experimental,B,0.884
7714,ISO,Experimental,C,0.888
7715,ISO,Experimental,A,0.351
7716,ISO,Experimental,B,0.889
7717,ISO,Experimental,C,0.891
7718,ISO,Experimental,A,0.362
7719,ISO,Experimental,B,0.886
7720,ISO,Experimental,C,0.89
7721,ISO,Experimental,A,0.351
7722,ISO,Experimental,B,0.891
7723,ISO,Experimental,C,0.887
7724,ISO,Experimental,A,0.354
7725,ISO,Experimental,B,0.885
7726,ISO,Experimental,C,0.887
7727,ISO,Experimental,A,0.356
7728,ISO,Experimental,B,0.886
7729,ISO,Experimental,C,0.883
7730,ISO,Experimental,A,0.362
7731,ISO,Experimental,B,0.885
7732,ISO,Experimental,C,0.887
7733,ISO,Experimental,A,0.347
7734,ISO,Experimental,B,0.886
7735,ISO,Experimental,C,0.89
7736,ISO,Experimental,A,0.35
7737,ISO,Experimental,B,0.889
7738,ISO,Experimental,C,0.883
7739,ISO,Experimental,A,0.362
7740,ISO,Experimental,B,0.891
7741,ISO,Experimental,C,0.892
7742,ISO,Experimental,A,0.353
7743,ISO,Experimental,B,0.892
7744,ISO,Experimental,C,0.883
7745,ISO,Experimental,A,0.361
7746,ISO,Experimental,B,0.883
7747,ISO,Experimental,C,0.884
7748,ISO,Experimental,A,0.362
7749,ISO,Experimental,B,0.892
7750,ISO,Experimental,C,0.891
7751,ISO,Experimental,A,0.348
7752,ISO,Experimental,B,0.886
7753,ISO,Experimental,C,0.883
7754,ISO,Experimental,A,0.353
7755,ISO,Experimental,B,0.891
7756,ISO,Experimental,C,0.89
7757,ISO,Experimental,A,0.348
7758,ISO,Experimental,B,0.891
7759,ISO,Experimental,C,0.891
7760,ISO,Experimental,A,0.353
7761,ISO,Experimental,B,0.883
7762,ISO,Experimental,C,0.883
7763,ISO,Experimental,A,0.35
7764,ISO,Experimental,B,0.888
7765,ISO,Experimental,C,0.891
7766,ISO,Experimental,A,0.352
7767,ISO,Experimental,B,0.886
7768,ISO,Experimental,C,0.89
7769,ISO,Experimental,A,0.361
7770,ISO,Experimental,B,0.888
7771,ISO,Experimental,C,0.891
7772,ISO,Experimental,A,0.359
7773,ISO,Experimental,B,0.889
7774,ISO,Experimental,C,0.883
7775,ISO,Experimental,A,0.353
7776,ISO,Experimental,B,0.888
7777,ISO,Experimental,C,0.892
7778,ISO,Experimental,A,0.354
7779,ISO,Experimental,B,0.891
7780,ISO,Experimental,C,0.891
7781,ISO,Experimental,A,0.355
7782,ISO,Experimental,B,0.891
7783,ISO,Experimental,C,0.89
7784,ISO,Experimental,A,0.359
7785,ISO,Experimental,B,0.885
7786,ISO,Experimental,C,0.889
7787,ISO,Experimental,A,0.362
7788,ISO,Experimental,B,0.884
7789,ISO,Experimental,C,0.891
7790,ISO,Experimental,A,0.359
7791,ISO,Experimental,B,0.884
7792,ISO,Experimental,C,0.883
7793,ISO,Experimental,A,0.358
7794,ISO,Experimental,B,0.889
7795,ISO,Experimental,C,0.883
7796,ISO,Experimental,A,0.354
7797,ISO,Experimental,B,0.891
7798,ISO,Experimental,C,0.889
7799,ISO,Experimental,A,0.352
7800,ISO,Experimental,B,0.886
7801,ISO,Experimental,C,0.892
7802,ISO,Experimental,A,0.353
7803,ISO,Experimental,B,0.883
7804,ISO,Experimental,C,0.884
7805,ISO,Experimental,A,0.348
7806,ISO,Experimental,B,0.892
7807,ISO,Experimental,C,0.892
7808,ISO,Experimental,A,0.348
7809,ISO,Experimental,B,0.885
7810,ISO,Experimental,C,0.883
7811,ISO,Experimental,A,0.358
7812,ISO,Experimental,B,0.891
7813,ISO,Experimental,C,0.892
7814,ISO,Experimental,A,0.35
7815,ISO,Experimental,B,0.892
7816,ISO,Experimental,C,0.891
7817,ISO,Experimental,A,0.351
7818,ISO,Experimental,B,0.892
7819,ISO,Experimental,C,0.885
7820,ISO,Experimental,A,0.36
7821,ISO,Experimental,B,0.886
7822,ISO,Experimental,C,0.891
7823,ISO,Experimental,A,0.35
7824,ISO,Experimental,B,0.886
7825,ISO,Experimental,C,0.885
7826,ISO,Experimental,A,0.361
7827,ISO,Experimental,B,0.887
7828,ISO,Experimental,C,0.883
7829,ISO,Experimental,A,0.355
7830,ISO,Experimental,B,0.892
7831,ISO,Experimental,C,0.884
7832,ISO,Experimental,A,0.348
7833,ISO,Experimental,B,0.891
7834,ISO,Experimental,C,0.884
7835,ISO,Experimental,A,0.347
7836,ISO,Experimental,B,0.891
7837,ISO,Experimental,C,0.889
7838,ISO,Experimental,A,0.352
7839,ISO,Experimental,B,0.885
7840,ISO,Experimental,C,0.891
7841,ISO,Experimental,A,0.357
7842,ISO,Experimental,B,0.883
7843,ISO,Experimental,C,0.887
7844,ISO,Experimental,A,0.348
7845,ISO,Experimental,B,0.891
7846,ISO,Experimental,C,0.884
7847,ISO,Experimental,A,0.349
7848,ISO,Experimental,B,0.887
7849,ISO,Experimental,C,0.892
7850,ISO,Experimental,A,0.352
7851,ISO,Experimental,B,0.886
7852,ISO,Experimental,C,0.891
7853,ISO,Experimental,A,0.362
7854,ISO,Experimental,B,0.883
7855,ISO,Experimental,C,0.891
7856,ISO,Experimental,A,0.348
7857,ISO,Experimental,B,0.891
7858,ISO,Experimental,C,0.887
7859,ISO,Experimental,A,0.348
7860,ISO,Experimental,B,0.886
7861,ISO,Experimental,C,0.892
7862,ISO,Experimental,A,0.353
7863,ISO,Experimental,B,0.892
7864,ISO,Experimental,C,0.892
7865,ISO,Experimental,A,0.358
7866,ISO,Experimental,B,0.887
7867,ISO,Experimental,C,0.885
7868,ISO,Experimental,A,0.35
7869,ISO,Experimental,B,0.887
7870,ISO,Experimental,C,0.891
7871,ISO,Experimental,A,0.362
7872,ISO,Experimental,B,0.886
7873,ISO,Experimental,C,0.891
7874,ISO,Experimental,A,0.354
7875,ISO,Experimental,B,0.887
7876,ISO,Experimental,C,0.891
7877,ISO,Experimental,A,0.354
7878,ISO,Experimental,B,0.891
7879,ISO,Experimental,C,0.883
7880,ISO,Experimental,A,0.362
7881,ISO,Experimental,B,0.883
7882,ISO,Experimental,C,0.892
7883,ISO,Experimental,A,0.351
7884,ISO,Experimental,B,0.886
7885,ISO,Experimental,C,0.887
7886,ISO,Experimental,A,0.358
7887,ISO,Experimental,B,0.888
7888,ISO,Experimental,C,0.884
7889,ISO,Experimental,A,0.348
7890,ISO,Experimental,B,0.89
7891,ISO,Experimental,C,0.891
7892,ISO,Experimental,A,0.362
7893,ISO,Experimental,B,0.883
7894,ISO,Experimental,C,0.888
7895,ISO,Experimental,A,0.362
7896,ISO,Experimental,B,0.891
7897,ISO,Experimental,C,0.891
7898,ISO,Experimental,A,0.354
7899,ISO,Experimental,B,0.891
7900,ISO,Experimental,C,0.887
7901,ISO,Experimental,A,0.361
7902,ISO,Experimental,B,0.891
7903,ISO,Experimental,C,0.885
7904,ISO,Experimental,A,0.35
7905,ISO,Experimental,B,0.891
7906,ISO,Experimental,C,0.89
7907,ISO,Experimental,A,0.361
7908,ISO,Experimental,B,0.892
7909,ISO,Experimental,C,0.891
7910,ISO,Experimental,A,0.361
7911,ISO,Experimental,B,0.888
7912,ISO,Experimental,C,0.891
7913,ISO,Experimental,A,0.362
7914,ISO,Experimental,B,0.884
7915,ISO,Experimental,C,0.883
7916,ISO,Experimental,A,0.362
7917,ISO,Experimental,B,0.889
7918,ISO,Experimental,C,0.888
7919,ISO,Experimental,A,0.356
7920,ISO,Experimental,B,0.883
7921,ISO,Experimental,C,0.887
7922,ISO,Experimental,A,0.357
7923,ISO,Experimental,B,0.884
7924,ISO,Experimental,C,0.891
7925,ISO,Experimental,A,0.358
7926,ISO,Experimental,B,0.891
7927,ISO,Experimental,C,0.884
7928,ISO,Experimental,A,0.347
7929,ISO,Experimental,B,0.884
7930,ISO,Experimental,C,0.892
7931,ISO,Experimental,A,0.349
7932,ISO,Experimental,B,0.883
7933,ISO,Experimental,C,0.883
7934,ISO,Experimental,A,0.348
7935,ISO,Experimental,B,0.887
7936,ISO,Experimental,C,0.892
7937,ISO,Experimental,A,0.354
7938,ISO,Experimental,B,0.891
7939,ISO,Experimental,C,0.883
7940,ISO,Experimental,A,0.36
7941,ISO,Experimental,B,0.891
7942,ISO,Experimental,C,0.884
7943,ISO,Experimental,A,0.351
7944,ISO,Experimental,B,0.884
7945,ISO,Experimental,C,0.883
7946,ISO,Experimental,A,0.352
7947,ISO,Experimental,B,0.892
7948,ISO,Experimental,C,0.891
7949,ISO,Experimental,A,0.357
7950,ISO,Experimental,B,0.888
7951,ISO,Experimental,C,0.883
7952,ISO,Experimental,A,0.348
7953,ISO,Experimental,B,0.89
7954,ISO,Experimental,C,0.891
7955,ISO,Experimental,A,0.349
7956,ISO,Experimental,B,0.891
7957,ISO,Experimental,C,0.883
7958,ISO,Experimental,A,0.347
7959,ISO,Experimental,B,0.885
7960,ISO,Experimental,C,0.883
7961,ISO,Experimental,A,0.357
7962,ISO,Experimental,B,0.888
7963,ISO,Experimental,C,0.89
7964,ISO,Experimental,A,0.351
7965,ISO,Experimental,B,0.892
7966,ISO,Experimental,C,0.891
7967,ISO,Experimental,A,0.361
7968,ISO,Experimental,B,0.883
7969,ISO,Experimental,C,0.889
7970,ISO,Experimental,A,0.354
7971,ISO,Experimental,B,0.886
7972,ISO,Experimental,C,0.886
7973,ISO,Experimental,A,0.354
7974,ISO,Experimental,B,0.883
7975,ISO,Experimental,C,0.883
7976,ISO,Experimental,A,0.358
7977,ISO,Experimental,B,0.892
7978,ISO,Experimental,C,0.886
7979,ISO,Experimental,A,0.358
7980,ISO,Experimental,B,0.883
7981,ISO,Experimental,C,0.883
7982,ISO,Experimental,A,0.362
7983,ISO,Experimental,B,0.891
7984,ISO,Experimental,C,0.883
7985,ISO,Experimental,A,0.351
7986,ISO,Experimental,B,0.884
7987,ISO,Experimental,C,0.883
7988,ISO,Experimental,A,0.351
7989,ISO,Experimental,B,0.883
7990,ISO,Experimental,C,0.891
7991,ISO,Experimental,A,0.361
7992,ISO,Experimental,B,0.891
7993,ISO,Experimental,C,0.888
7994,ISO,Experimental,A,0.348
7995,ISO,Experimental,B,0.884
7996,ISO,Experimental,C,0.886
7997,ISO,Experimental,A,0.351
7998,ISO,Experimental,B,0.891
7999,ISO,Experimental,C,0.883
8000,ISO,Experimental,A,0.356
8001,ISO,Experimental,B,0.885
8002,ISO,Experimental,C,0.89
8003,ISO,Experimental,A,0.361
8004,ISO,Experimental,B,0.889
8005,ISO,Experimental,C,0.883
8006,ISO,Experimental,A,0.362
8007,ISO,Experimental,B,0.889
8008,ISO,Experimental,C,0.884
8009,ISO,Experimental,A,0.36
8010,ISO,Experimental,B,0.883
8011,ISO,Experimental,C,0.891
8012,ISO,Experimental,A,0.357
8013,ISO,Experimental,B,0.892
8014,ISO,Experimental,C,0.883
8015,ISO,Experimental,A,0.348
8016,ISO,Experimental,B,0.883
8017,ISO,Experimental,C,0.887
8018,ISO,Experimental,A,0.35
8019,ISO,Experimental,B,0.883
8020,ISO,Experimental,C,0.884
8021,ISO,Experimental,A,0.361
8022,ISO,Experimental,B,0.884
8023,ISO,Experimental,C,0.889
8024,ISO,Experimental,A,0.348
8025,ISO,Experimental,B,0.883
8026,ISO,Experimental,C,0.883
8027,ISO,Experimental,A,0.353
8028,ISO,Experimental,B,0.892
8029,ISO,Experimental,C,0.891
8030,ISO,Experimental,A,0.362
8031,ISO,Experimental,B,0.892
8032,ISO,Experimental,C,0.887
8033,ISO,Experimental,A,0.345
8034,ISO,Experimental,B,0.891
8035,ISO,Experimental,C,0.883
8036,ISO,Experimental,A,0.362
8037,ISO,Experimental,B,0.889
8038,ISO,Experimental,C,0.884
8039,ISO,Experimental,A,0.348
8040,ISO,Experimental,B,0.887
8041,ISO,Experimental,C,0.888
8042,ISO,Experimental,A,0.35
8043,ISO,Experimental,B,0.891
8044,ISO,Experimental,C,0.886
8045,ISO,Experimental,A,0.352
8046,ISO,Experimental,B,0.892
8047,ISO,Experimental,C,0.891
8048,ISO,Experimental,A,0.357
8049,ISO,Experimental,B,0.891
8050,ISO,Experimental,C,0.885
8051,ISO,Experimental,A,0.35
8052,ISO,Experimental,B,0.883
8053,ISO,Experimental,C,0.892
8054,ISO,Experimental,A,0.346
8055,ISO,Experimental,B,0.891
8056,ISO,Experimental,C,0.89
8057,ISO,Experimental,A,0.358
8058,ISO,Experimental,B,0.884
8059,ISO,Experimental,C,0.891
8060,ISO,Experimental,A,0.354
8061,ISO,Experimental,B,0.892
8062,ISO,Experimental,C,0.883
8063,ISO,Experimental,A,0.351
8064,ISO,Experimental,B,0.887
8065,ISO,Experimental,C,0.891
8066,ISO,Experimental,A,0.35
8067,ISO,Experimental,B,0.892
8068,ISO,Experimental,C,0.885
8069,ISO,Experimental,A,0.351
8070,ISO,Experimental,B,0.883
8071,ISO,Experimental,C,0.885
8072,ISO,Experimental,A,0.35
8073,ISO,Experimental,B,0.891
8074,ISO,Experimental,C,0.883
8075,ISO,Experimental,A,0.359
8076,ISO,Experimental,B,0.891
8077,ISO,Experimental,C,0.886
8078,ISO,Experimental,A,0.361
8079,ISO,Experimental,B,0.891
8080,ISO,Experimental,C,0.883
8081,ISO,Experimental,A,0.349
8082,ISO,Experimental,B,0.892
8083,ISO,Experimental,C,0.892
8084,ISO,Experimental,A,0.358
8085,ISO,Experimental,B,0.884
8086,ISO,Experimental,C,0.887
8087,ISO,Experimental,A,0.349
8088,ISO,Experimental,B,0.886
8089,ISO,Experimental,C,0.888
8090,ISO,Experimental,A,0.353
8091,ISO,Experimental,B,0.892
8092,ISO,Experimental,C,0.888
8093,ISO,Experimental,A,0.357
8094,ISO,Experimental,B,0.886
8095,ISO,Experimental,C,0.889
8096,ISO,Experimental,A,0.361
8097,ISO,Experimental,B,0.89
8098,ISO,Experimental,C,0.888
8099,ISO,Experimental,A,0.355
8100,ISO,Experimental,B,0.883
8101,ISO,Experimental,C,0.886
8102,ISO,Experimental,A,0.348
8103,ISO,Experimental,B,0.892
8104,ISO,Experimental,C,0.89
8105,ISO,Experimental,A,0.351
8106,ISO,Experimental,B,0.89
8107,ISO,Experimental,C,0.887
8108,ISO,Experimental,A,0.35
8109,ISO,Experimental,B,0.892
8110,ISO,Experimental,C,0.892
8111,ISO,Experimental,A,0.36
8112,ISO,Experimental,B,0.884
8113,ISO,Experimental,C,0.884
8114,ISO,Experimental,A,0.35
8115,ISO,Experimental,B,0.889
8116,ISO,Experimental,C,0.89
8117,ISO,Experimental,A,0.359
8118,ISO,Experimental,B,0.89
8119,ISO,Experimental,C,0.889
8120,ISO,Experimental,A,0.362
8121,ISO,Experimental,B,0.891
8122,ISO,Experimental,C,0.89
